scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
3034,erotic,low,5,evening,just_because,dating,5,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.1,0.8
3035,energetic,low,15,late_night,special_memory,new,2,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.05017,0.69
3036,romantic,very_low,30,morning,valentines,new,2,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.06514,0.714
3037,low_energy,medium,20,morning,birthday,serious,3,light,false,false,gentle_connection,15,Music Mood,watch_together,0.05722,0.715
3038,relaxed,medium,30,evening,celebration,dating,3,light,false,false,easy_connection,6,Scribble,creative_game,0.07123,0.695
3039,celebratory,high,15,afternoon,first_date,new,5,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.08315,0.775
3040,happy,high,60,morning,date_night,dating,3,light,false,false,positive_social,24,Date Night Roulette,date_activity,0.08194,0.651
3041,affectionate,very_low,10,morning,normal_day,new,4,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.07073,0.763
3042,romantic,very_low,60,morning,just_because,serious,2,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.10105,0.694
3043,low_energy,low,45,late_night,reunion,new,4,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.08528,0.708
3044,nostalgic,very_high,45,afternoon,late_night,dating,5,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.10864,0.705
3045,low_energy,medium,30,evening,date_night,new,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.0684,0.715
3046,romantic,medium,10,evening,first_date,serious,1,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05917,0.812
3047,calm,high,15,morning,reunion,just_met,1,light,false,false,calm_connection,15,Music Mood,watch_together,0.08997,0.69
3048,happy,very_high,60,morning,valentines,dating,5,light,false,false,positive_social,18,Truth or Dare,romantic_activity,0.11566,0.65
3049,energetic,high,15,evening,reunion,new,3,light,false,false,high_energy_fun,6,Scribble,creative_game,0.05794,0.74
3050,calm,low,15,late_night,holiday,long_term,3,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.05767,0.776
3051,erotic,high,5,evening,late_night,dating,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.15299,0.835
3052,deep,medium,60,afternoon,normal_day,dating,2,light,false,false,deep_connection,10,Memory Lane,memory,0.10602,0.659
3053,nostalgic,very_low,10,afternoon,first_date,long_term,2,moderate,true,false,memory_connection,22,Little Moments,memory,0.07216,0.739
3054,erotic,very_low,45,afternoon,anniversary,long_term,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.08269,0.67
3055,relaxed,very_low,30,late_night,weekend,long_term,2,light,false,false,easy_connection,16,Watch Together,watch_together,0.08098,0.715
3056,nostalgic,very_low,15,afternoon,reunion,long_term,4,moderate,true,false,memory_connection,10,Memory Lane,memory,0.09006,0.823
3057,deep,very_high,20,afternoon,valentines,just_met,3,light,false,false,deep_connection,12,Deep Questions,conversation,0.10037,0.665
3058,energetic,medium,20,evening,holiday,new,3,light,false,false,high_energy_fun,14,Date Planner,date_activity,0.06051,0.756
3059,energetic,very_high,5,morning,weekend,long_term,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.11491,0.695
3060,low_energy,high,10,evening,birthday,serious,4,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.06083,0.738
3061,energetic,high,45,late_night,just_because,new,5,light,false,false,high_energy_fun,17,Couple Challenge,challenge,0.09125,0.72
3062,celebratory,very_low,15,afternoon,anniversary,serious,2,light,false,false,celebration,22,Little Moments,memory,0.05683,0.719
3063,celebratory,medium,20,late_night,birthday,dating,1,light,false,false,celebration,17,Couple Challenge,challenge,0.07744,0.787
3064,celebratory,very_high,60,morning,rough_day,just_met,1,light,false,false,celebration,16,Watch Together,watch_together,0.30827,0.645
3065,celebratory,very_high,15,late_night,anniversary,long_term,1,light,false,false,celebration,6,Scribble,creative_game,0.06335,0.715
3066,affectionate,medium,10,morning,rough_day,just_met,5,moderate,true,false,warm_connection,15,Music Mood,watch_together,0.07706,0.695
3067,low_energy,very_high,15,evening,date_night,dating,4,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.05473,0.713
3068,nostalgic,very_high,15,late_night,late_night,dating,4,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.06576,0.773
3069,calm,high,15,evening,special_memory,long_term,2,light,false,false,calm_connection,13,Future Plans,conversation,0.04953,0.719
3070,sensual,very_low,60,morning,date_night,new,1,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.15043,0.682
3071,celebratory,high,45,morning,holiday,new,3,light,false,false,celebration,3,Trivia Battle,competitive_game,0.12384,0.72
3072,affectionate,very_high,60,late_night,just_because,just_met,4,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.36522,0.585
3073,calm,very_high,30,evening,just_because,dating,3,light,false,false,calm_connection,16,Watch Together,watch_together,0.07584,0.665
3074,erotic,medium,60,afternoon,long_distance,serious,2,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.1023,0.684
3075,relaxed,very_high,5,morning,date_night,new,1,light,false,false,easy_connection,2,This or That,question_game,0.10119,0.69
3076,nostalgic,medium,60,late_night,holiday,long_term,1,moderate,true,false,memory_connection,10,Memory Lane,memory,0.09067,0.647
3077,celebratory,low,30,late_night,holiday,long_term,1,light,false,false,celebration,6,Scribble,creative_game,0.11481,0.75
3078,calm,very_high,5,morning,rough_day,long_term,5,light,false,false,calm_connection,15,Music Mood,watch_together,0.07912,0.645
3079,romantic,very_low,20,late_night,late_night,just_met,3,moderate,true,false,romantic_connection,15,Music Mood,watch_together,0.08706,0.695
3080,nostalgic,high,20,afternoon,anniversary,dating,1,moderate,true,false,memory_connection,22,Little Moments,memory,0.08921,0.762
3081,low_energy,medium,45,morning,special_memory,serious,1,light,false,false,gentle_connection,15,Music Mood,watch_together,0.10012,0.635
3082,low_energy,medium,10,afternoon,celebration,serious,1,light,false,false,gentle_connection,6,Scribble,creative_game,0.05862,0.695
3083,playful,very_low,30,afternoon,special_memory,long_term,1,light,false,false,playful_social,11,Relationship Timeline,memory,0.09832,0.707
3084,nostalgic,low,60,late_night,birthday,new,3,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.11742,0.696
3085,affectionate,high,5,morning,rough_day,long_term,3,moderate,true,false,warm_connection,10,Memory Lane,memory,0.06545,0.706
3086,erotic,very_low,60,morning,normal_day,dating,3,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.13806,0.671
3087,romantic,medium,10,late_night,anniversary,serious,1,moderate,true,false,romantic_connection,22,Little Moments,memory,0.04787,0.707
3088,sensual,very_high,20,afternoon,long_distance,serious,2,high,true,true,sensual_connection,9,How Well Do You Know Me,question_game,0.06874,0.694
3089,playful,low,45,evening,weekend,long_term,4,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.08877,0.67
3090,affectionate,medium,10,morning,rough_day,just_met,3,moderate,true,false,warm_connection,15,Music Mood,watch_together,0.07742,0.695
3091,erotic,high,5,evening,celebration,dating,4,very_high,true,true,intimate_connection,18,Truth or Dare,romantic_activity,0.09038,0.743
3092,playful,medium,60,late_night,holiday,serious,2,light,false,false,playful_social,17,Couple Challenge,challenge,0.10256,0.719
3093,celebratory,low,15,evening,special_memory,just_met,1,light,false,false,celebration,1,Rapid Fire,question_game,0.08715,0.69
3094,affectionate,high,45,morning,celebration,new,5,moderate,true,false,warm_connection,18,Truth or Dare,romantic_activity,0.07078,0.675
3095,energetic,high,10,late_night,normal_day,new,5,light,false,false,high_energy_fun,6,Scribble,creative_game,0.06892,0.74
3096,erotic,high,20,morning,valentines,new,3,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.10959,0.811
3097,playful,high,60,evening,birthday,just_met,4,light,false,false,playful_social,1,Rapid Fire,question_game,0.19002,0.72
3098,playful,very_high,45,late_night,valentines,new,3,light,false,false,playful_social,25,Playful Teasing Cards,intimate_activity,0.08071,0.706
3099,low_energy,medium,20,evening,normal_day,dating,1,light,false,false,gentle_connection,15,Music Mood,watch_together,0.07749,0.715
3100,low_energy,very_high,30,morning,date_night,serious,2,light,false,false,gentle_connection,14,Date Planner,date_activity,0.07792,0.694
3101,romantic,high,20,afternoon,long_distance,new,5,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05067,0.775
3102,deep,medium,45,evening,reunion,just_met,5,light,false,false,deep_connection,12,Deep Questions,conversation,0.10897,0.635
3103,affectionate,very_high,15,afternoon,just_because,just_met,5,moderate,true,false,warm_connection,2,This or That,question_game,0.08203,0.67
3104,erotic,very_low,20,late_night,long_distance,dating,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.08079,0.75
3105,sensual,very_low,30,afternoon,date_night,long_term,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.08959,0.73
3106,deep,very_high,30,late_night,special_memory,dating,3,light,false,false,deep_connection,12,Deep Questions,conversation,0.08186,0.665
3107,calm,very_low,60,afternoon,holiday,dating,5,light,false,false,calm_connection,14,Date Planner,date_activity,0.0837,0.65
3108,energetic,low,60,late_night,first_date,serious,3,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.09383,0.61
3109,happy,high,60,morning,special_memory,just_met,4,light,false,false,positive_social,6,Scribble,creative_game,0.12931,0.66
3110,deep,very_low,10,evening,anniversary,long_term,5,light,false,false,deep_connection,12,Deep Questions,conversation,0.0627,0.715
3111,playful,very_high,20,afternoon,weekend,serious,4,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.07663,0.775
3112,calm,very_high,10,afternoon,anniversary,serious,3,light,false,false,calm_connection,13,Future Plans,conversation,0.05767,0.706
3113,energetic,very_low,60,evening,first_date,new,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.10356,0.585
3114,celebratory,very_low,15,afternoon,weekend,serious,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.07589,0.725
3115,romantic,high,10,evening,birthday,new,1,moderate,true,false,romantic_connection,17,Couple Challenge,challenge,0.05076,0.732
3116,playful,low,60,afternoon,just_because,just_met,5,light,false,false,playful_social,2,This or That,question_game,0.18824,0.695
3117,low_energy,medium,20,late_night,date_night,just_met,3,light,false,false,gentle_connection,5,Connect Four,competitive_game,0.05391,0.66
3118,playful,very_low,5,late_night,rough_day,long_term,3,light,false,false,playful_social,23,Cozy Conversation,conversation,0.10569,0.731
3119,affectionate,low,15,evening,special_memory,new,5,moderate,true,false,warm_connection,11,Relationship Timeline,memory,0.06325,0.78
3120,happy,very_high,20,evening,first_date,new,2,light,false,false,positive_social,2,This or That,question_game,0.06434,0.67
3121,nostalgic,high,5,late_night,date_night,serious,3,moderate,true,false,memory_connection,1,Rapid Fire,question_game,0.0551,0.66
3122,celebratory,high,10,afternoon,date_night,dating,1,light,false,false,celebration,6,Scribble,creative_game,0.06169,0.74
3123,deep,low,10,evening,normal_day,dating,2,light,false,false,deep_connection,10,Memory Lane,memory,0.06739,0.764
3124,playful,very_low,30,morning,normal_day,new,3,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.07935,0.665
3125,relaxed,very_low,45,late_night,anniversary,just_met,4,light,false,false,easy_connection,16,Watch Together,watch_together,0.3062,0.715
3126,nostalgic,high,20,afternoon,normal_day,new,1,moderate,true,false,memory_connection,10,Memory Lane,memory,0.07163,0.702
3127,calm,low,20,late_night,rough_day,new,1,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.09416,0.812
3128,affectionate,high,30,morning,normal_day,dating,4,moderate,true,false,warm_connection,5,Connect Four,competitive_game,0.056,0.635
3129,calm,very_low,5,morning,reunion,new,2,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.10284,0.739
3130,erotic,very_high,5,morning,special_memory,serious,2,very_high,true,true,intimate_connection,22,Little Moments,memory,0.112,0.669
3131,playful,low,60,morning,celebration,serious,2,light,false,false,playful_social,1,Rapid Fire,question_game,0.11826,0.67
3132,playful,low,30,late_night,late_night,just_met,5,light,false,false,playful_social,15,Music Mood,watch_together,0.11173,0.72
3133,playful,high,20,afternoon,date_night,just_met,1,light,false,false,playful_social,1,Rapid Fire,question_game,0.07567,0.66
3134,deep,medium,60,evening,rough_day,serious,1,light,false,false,deep_connection,15,Music Mood,watch_together,0.09462,0.615
3135,playful,very_high,10,morning,reunion,just_met,4,light,false,false,playful_social,6,Scribble,creative_game,0.10341,0.715
3136,affectionate,high,5,afternoon,holiday,new,3,moderate,true,false,warm_connection,22,Little Moments,memory,0.08961,0.726
3137,erotic,low,10,evening,date_night,just_met,4,very_high,true,true,intimate_connection,12,Deep Questions,conversation,0.12109,0.66
3138,calm,low,10,evening,special_memory,just_met,2,light,false,false,calm_connection,2,This or That,question_game,0.05505,0.635
3139,low_energy,very_low,30,evening,birthday,serious,4,light,false,false,gentle_connection,6,Scribble,creative_game,0.06908,0.645
3140,relaxed,very_high,5,afternoon,celebration,new,4,light,false,false,easy_connection,22,Little Moments,memory,0.089,0.713
3141,calm,medium,5,afternoon,just_because,new,4,light,false,false,calm_connection,22,Little Moments,memory,0.08069,0.763
3142,low_energy,high,30,evening,rough_day,long_term,1,light,false,false,gentle_connection,10,Memory Lane,memory,0.06596,0.682
3143,low_energy,low,15,evening,holiday,dating,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.05685,0.74
3144,playful,high,5,afternoon,first_date,just_met,5,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.14947,0.695
3145,calm,very_high,30,morning,date_night,serious,5,light,false,false,calm_connection,15,Music Mood,watch_together,0.06461,0.665
3146,erotic,medium,45,late_night,birthday,serious,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.1062,0.72
3147,nostalgic,high,10,afternoon,reunion,serious,1,moderate,true,false,memory_connection,18,Truth or Dare,romantic_activity,0.0479,0.707
3148,nostalgic,very_high,15,evening,reunion,dating,1,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.08057,0.737
3149,affectionate,high,60,morning,late_night,just_met,5,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.40415,0.67
3150,deep,very_high,60,afternoon,first_date,serious,3,light,false,false,deep_connection,12,Deep Questions,conversation,0.2,0.645
3151,relaxed,very_high,45,afternoon,long_distance,long_term,2,light,false,false,easy_connection,22,Little Moments,memory,0.10836,0.669
3152,erotic,medium,10,evening,weekend,dating,5,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.07524,0.775
3153,energetic,very_low,30,afternoon,first_date,new,5,light,false,false,high_energy_fun,16,Watch Together,watch_together,0.06725,0.635
3154,relaxed,medium,15,late_night,date_night,new,1,light,false,false,easy_connection,15,Music Mood,watch_together,0.0533,0.715
3155,romantic,low,45,late_night,celebration,new,1,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.10728,0.707
3156,calm,very_low,10,afternoon,normal_day,just_met,1,light,false,false,calm_connection,12,Deep Questions,conversation,0.13166,0.715
3157,nostalgic,high,10,evening,rough_day,serious,4,moderate,true,false,memory_connection,22,Little Moments,memory,0.08359,0.798
3158,playful,very_high,5,morning,weekend,long_term,5,light,false,false,playful_social,17,Couple Challenge,challenge,0.08861,0.755
3159,celebratory,very_low,5,evening,first_date,serious,1,light,false,false,celebration,2,This or That,question_game,0.17489,0.67
3160,playful,high,30,afternoon,holiday,new,2,light,false,false,playful_social,24,Date Night Roulette,date_activity,0.07971,0.719
3161,affectionate,high,45,late_night,rough_day,long_term,1,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.14401,0.682
3162,nostalgic,medium,15,morning,holiday,long_term,4,moderate,true,false,memory_connection,22,Little Moments,memory,0.05906,0.763
3163,deep,high,10,morning,normal_day,just_met,5,light,false,false,deep_connection,6,Scribble,creative_game,0.07722,0.66
3164,celebratory,very_high,15,afternoon,anniversary,serious,1,light,false,false,celebration,17,Couple Challenge,challenge,0.05581,0.727
3165,sensual,low,20,morning,just_because,just_met,5,high,true,true,sensual_connection,12,Deep Questions,conversation,0.07475,0.66
3166,calm,very_low,45,evening,rough_day,dating,3,light,false,false,calm_connection,15,Music Mood,watch_together,0.1334,0.695
3167,erotic,very_high,60,evening,date_night,just_met,2,very_high,true,true,intimate_connection,16,Watch Together,watch_together,0.2069,0.585
3168,erotic,very_low,5,evening,anniversary,dating,2,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.1065,0.714
3169,relaxed,very_low,20,evening,long_distance,long_term,5,light,false,false,easy_connection,16,Watch Together,watch_together,0.07831,0.775
3170,deep,very_high,45,evening,holiday,serious,4,light,false,false,deep_connection,12,Deep Questions,conversation,0.08758,0.585
3171,sensual,very_low,5,morning,weekend,new,3,high,true,true,sensual_connection,22,Little Moments,memory,0.09234,0.751
3172,sensual,very_low,60,afternoon,rough_day,long_term,1,high,true,true,sensual_connection,22,Little Moments,memory,0.128,0.707
3173,romantic,low,45,afternoon,weekend,serious,5,moderate,true,false,romantic_connection,20,Romantic Q&A,intimate_activity,0.05887,0.72
3174,deep,very_low,10,late_night,date_night,just_met,5,light,false,false,deep_connection,12,Deep Questions,conversation,0.07249,0.715
3175,playful,high,15,evening,just_because,new,4,light,false,false,playful_social,1,Rapid Fire,question_game,0.07096,0.8
3176,calm,low,20,evening,date_night,new,3,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.05463,0.731
3177,happy,very_low,15,morning,date_night,long_term,1,light,false,false,positive_social,24,Date Night Roulette,date_activity,0.05097,0.682
3178,nostalgic,low,30,evening,first_date,long_term,1,moderate,true,false,memory_connection,16,Watch Together,watch_together,0.08491,0.66
3179,playful,low,60,evening,valentines,long_term,1,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.10976,0.707
3180,relaxed,very_low,5,morning,reunion,long_term,2,light,false,false,easy_connection,22,Little Moments,memory,0.14188,0.799
3181,deep,high,20,morning,normal_day,just_met,2,light,false,false,deep_connection,6,Scribble,creative_game,0.08011,0.66
3182,nostalgic,low,20,morning,normal_day,just_met,2,moderate,true,false,memory_connection,12,Deep Questions,conversation,0.07979,0.66
3183,romantic,very_high,45,late_night,first_date,dating,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.18394,0.585
3184,low_energy,medium,30,evening,normal_day,serious,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.08669,0.715
3185,calm,low,60,evening,birthday,serious,1,light,false,false,calm_connection,1,Rapid Fire,question_game,0.07349,0.59
3186,deep,low,10,late_night,long_distance,new,3,light,false,false,deep_connection,12,Deep Questions,conversation,0.07674,0.8
3187,happy,very_low,30,morning,valentines,new,1,light,false,false,positive_social,14,Date Planner,date_activity,0.08633,0.682
3188,sensual,low,45,evening,reunion,new,3,high,true,true,sensual_connection,22,Little Moments,memory,0.09901,0.756
3189,nostalgic,high,5,late_night,long_distance,long_term,2,moderate,true,false,memory_connection,22,Little Moments,memory,0.12724,0.774
3190,calm,very_low,45,afternoon,holiday,serious,2,light,false,false,calm_connection,14,Date Planner,date_activity,0.08461,0.614
3191,happy,very_high,20,late_night,rough_day,serious,3,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.05682,0.69
3192,erotic,high,10,afternoon,birthday,just_met,5,very_high,true,true,intimate_connection,1,Rapid Fire,question_game,0.0653,0.72
3193,relaxed,very_high,20,evening,special_memory,long_term,3,light,false,false,easy_connection,22,Little Moments,memory,0.08888,0.761
3194,playful,low,30,morning,celebration,new,3,light,false,false,playful_social,6,Scribble,creative_game,0.09693,0.75
3195,relaxed,very_low,60,evening,weekend,long_term,4,light,false,false,easy_connection,10,Memory Lane,memory,0.07572,0.683
3196,romantic,low,10,evening,holiday,dating,2,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.07235,0.799
3197,deep,high,45,late_night,weekend,new,1,light,false,false,deep_connection,3,Trivia Battle,competitive_game,0.09753,0.64
3198,calm,high,60,evening,late_night,dating,2,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.13027,0.694
3199,celebratory,low,5,late_night,celebration,dating,3,light,false,false,celebration,18,Truth or Dare,romantic_activity,0.07227,0.731
3200,playful,very_low,5,late_night,special_memory,new,5,light,false,false,playful_social,1,Rapid Fire,question_game,0.08733,0.665
3201,nostalgic,low,20,afternoon,normal_day,serious,2,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.07798,0.764
3202,calm,very_high,60,evening,weekend,long_term,2,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.08617,0.614
3203,nostalgic,very_high,15,late_night,weekend,just_met,4,moderate,true,false,memory_connection,6,Scribble,creative_game,0.09282,0.695
3204,erotic,very_low,15,morning,holiday,just_met,1,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.1102,0.645
3205,romantic,medium,15,afternoon,celebration,dating,1,moderate,true,false,romantic_connection,6,Scribble,creative_game,0.05433,0.695
3206,romantic,low,60,morning,first_date,serious,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.26087,0.66
3207,sensual,very_high,20,morning,holiday,new,4,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.08485,0.738
3208,sensual,very_high,20,morning,normal_day,new,2,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.09707,0.714
3209,sensual,low,5,late_night,weekend,long_term,5,high,true,true,sensual_connection,21,Compliment Challenge,romantic_activity,0.09821,0.8
3210,happy,very_low,5,evening,normal_day,just_met,2,light,false,false,positive_social,1,Rapid Fire,question_game,0.19077,0.665
3211,energetic,very_low,10,morning,special_memory,serious,1,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.06592,0.665
3212,energetic,very_high,20,morning,special_memory,just_met,4,light,false,false,high_energy_fun,5,Connect Four,competitive_game,0.05742,0.61
3213,romantic,medium,45,morning,rough_day,long_term,3,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.11199,0.695
3214,low_energy,medium,60,late_night,holiday,long_term,3,light,false,false,gentle_connection,10,Memory Lane,memory,0.07358,0.671
3215,happy,very_low,5,afternoon,reunion,dating,2,light,false,false,positive_social,2,This or That,question_game,0.08252,0.69
3216,romantic,very_low,5,late_night,just_because,new,5,moderate,true,false,romantic_connection,2,This or That,question_game,0.07481,0.67
3217,energetic,very_high,45,morning,reunion,new,4,light,false,false,high_energy_fun,6,Scribble,creative_game,0.09413,0.635
3218,happy,low,20,morning,long_distance,just_met,4,light,false,false,positive_social,12,Deep Questions,conversation,0.10626,0.72
3219,sensual,very_high,5,late_night,holiday,new,2,high,true,true,sensual_connection,22,Little Moments,memory,0.08489,0.689
3220,low_energy,very_high,60,late_night,birthday,serious,4,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.08232,0.615
3221,nostalgic,low,20,evening,holiday,new,1,moderate,true,false,memory_connection,22,Little Moments,memory,0.0692,0.752
3222,relaxed,very_high,60,morning,just_because,just_met,2,light,false,false,easy_connection,1,Rapid Fire,question_game,0.12903,0.615
3223,nostalgic,very_low,45,evening,special_memory,dating,4,moderate,true,false,memory_connection,16,Watch Together,watch_together,0.09563,0.635
3224,nostalgic,very_low,5,afternoon,celebration,dating,3,moderate,true,false,memory_connection,22,Little Moments,memory,0.12178,0.751
3225,erotic,low,10,late_night,date_night,new,1,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.10323,0.787
3226,happy,high,30,late_night,weekend,dating,4,light,false,false,positive_social,6,Scribble,creative_game,0.10052,0.8
3227,low_energy,high,5,late_night,special_memory,serious,3,light,false,false,gentle_connection,22,Little Moments,memory,0.13583,0.786
3228,celebratory,very_low,10,evening,rough_day,new,1,light,false,false,celebration,23,Cozy Conversation,conversation,0.06507,0.707
3229,sensual,very_low,60,late_night,just_because,dating,2,high,true,true,sensual_connection,18,Truth or Dare,romantic_activity,0.10366,0.694
3230,happy,high,5,afternoon,anniversary,dating,1,light,false,false,positive_social,4,Tic Tac Toe,competitive_game,0.07531,0.635
3231,low_energy,very_high,60,evening,just_because,new,3,light,false,false,gentle_connection,15,Music Mood,watch_together,0.08399,0.585
3232,sensual,very_low,30,afternoon,late_night,new,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.10572,0.706
3233,deep,very_high,5,afternoon,normal_day,just_met,3,light,false,false,deep_connection,1,Rapid Fire,question_game,0.07639,0.635
3234,sensual,high,30,morning,holiday,just_met,3,high,true,true,sensual_connection,6,Scribble,creative_game,0.09947,0.72
3235,happy,low,5,evening,just_because,just_met,4,light,false,false,positive_social,1,Rapid Fire,question_game,0.19383,0.75
3236,calm,very_high,20,evening,long_distance,new,2,light,false,false,calm_connection,16,Watch Together,watch_together,0.0707,0.725
3237,celebratory,medium,10,evening,weekend,just_met,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.11728,0.775
3238,happy,very_low,60,evening,just_because,serious,4,light,false,false,positive_social,16,Watch Together,watch_together,0.17419,0.635
3239,romantic,high,30,late_night,holiday,just_met,3,moderate,true,false,romantic_connection,3,Trivia Battle,competitive_game,0.11122,0.72
3240,nostalgic,medium,15,morning,date_night,long_term,1,moderate,true,false,memory_connection,14,Date Planner,date_activity,0.05013,0.732
3241,energetic,medium,60,morning,date_night,new,5,light,false,false,high_energy_fun,14,Date Planner,date_activity,0.07032,0.7
3242,celebratory,high,30,morning,valentines,dating,3,light,false,false,celebration,18,Truth or Dare,romantic_activity,0.10812,0.811
3243,low_energy,very_low,60,late_night,date_night,new,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.16041,0.715
3244,deep,medium,20,evening,special_memory,dating,4,light,false,false,deep_connection,22,Little Moments,memory,0.06274,0.743
3245,energetic,low,5,evening,first_date,serious,1,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.14309,0.69
3246,affectionate,very_low,60,late_night,first_date,dating,4,moderate,true,false,warm_connection,2,This or That,question_game,0.09825,0.59
3247,erotic,high,30,afternoon,reunion,just_met,2,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.17166,0.66
3248,calm,medium,10,morning,special_memory,new,4,light,false,false,calm_connection,22,Little Moments,memory,0.07832,0.823
3249,playful,medium,30,evening,rough_day,serious,2,light,false,false,playful_social,15,Music Mood,watch_together,0.07071,0.695
3250,romantic,very_high,10,evening,birthday,serious,5,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.05596,0.695
3251,romantic,high,10,evening,normal_day,serious,4,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05596,0.763
3252,romantic,very_low,20,late_night,celebration,new,2,moderate,true,false,romantic_connection,20,Romantic Q&A,intimate_activity,0.05598,0.739
3253,playful,low,15,afternoon,rough_day,long_term,4,light,false,false,playful_social,16,Watch Together,watch_together,0.05438,0.72
3254,sensual,low,15,afternoon,anniversary,long_term,4,high,true,true,sensual_connection,10,Memory Lane,memory,0.07563,0.768
3255,energetic,very_high,5,late_night,just_because,just_met,3,light,false,false,high_energy_fun,4,Tic Tac Toe,competitive_game,0.16957,0.69
3256,nostalgic,high,30,afternoon,date_night,just_met,3,moderate,true,false,memory_connection,3,Trivia Battle,competitive_game,0.07567,0.66
3257,erotic,low,15,morning,valentines,just_met,5,very_high,true,true,intimate_connection,12,Deep Questions,conversation,0.08832,0.66
3258,celebratory,low,20,afternoon,late_night,serious,1,light,false,false,celebration,6,Scribble,creative_game,0.05775,0.69
3259,calm,very_high,60,late_night,long_distance,dating,1,light,false,false,calm_connection,16,Watch Together,watch_together,0.29912,0.725
3260,low_energy,medium,20,late_night,normal_day,serious,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.06276,0.715
3261,energetic,high,45,evening,valentines,dating,2,light,false,false,high_energy_fun,6,Scribble,creative_game,0.08115,0.66
